Rank,Name,Global_Sales,,platform,Genre,Publisher,NA_Sales,¯Êº|
7892,Shaun White Skateboarding,0.19,,6,1,6,0.11,
7893,Hulk,0.19,,18,9,21,0.15,
7894,The Heavy Rain and Beyond: Two Souls Collection,0.19,,11,9,4,0,
7895,Cabela's Survival: Shadows of Katmai,0.19,,6,1,5,0.11,
7896,Shaun White Skateboarding,0.19,,1,1,6,0.14,
7897,Boogie,0.19,,7,6,8,0.09,
7898,Gungrave,0.19,,7,7,5,0.09,
7899,Phantasy Star Universe,0.19,,7,4,9,0,
7900,Transworld Surf,0.19,,7,1,12,0.09,
7901,God Eater Resurrection,0.19,,22,9,26,0,
7902,Tenchu: Fatal Shadows,0.19,,7,9,9,0.09,
7903,Active Health with Carol Vorderman,0.19,,4,1,1,0,
7904,Escape The Museum,0.19,,4,10,122,0.05,
7905,The Legend of Spyro: A New Beginning,0.19,,18,2,24,0.15,
7906,International Soccer,0.19,,21,1,511,0.18,
7907,Sing4: The Hits Edition,0.19,,1,6,169,0.18,
7908,Jewel Master: Cradle of Athena,0.19,,4,5,350,0.18,
7909,Princess Maker: Yumemiru Yosei,0.19,,13,12,4,0,
7910,Pet Zombies,0.19,,10,8,34,0.18,
7911,Big Air,0.19,,13,1,50,0.1,
7912,Shining Force II,0.19,,20,12,9,0,
7913,Gallop Racer,0.19,,13,1,326,0,
7914,Harry Potter and the Prisoner of Azkaban,0.19,,14,9,8,0.14,
7915,NASCAR Unleashed,0.19,,10,3,5,0.18,
7916,3rd Super Robot Wars Z Jigoku Hen,0.19,,22,4,26,0,
7917,Sudoku Gridmaster (JP sales),0.19,,4,5,1,0,
7918,Dynasty Warriors Gundam,0.19,,5,9,26,0.15,
7919,Taiko no Tatsujin: 1 U Version!,0.19,,19,6,26,0,
7920,Monsters vs. Aliens,0.19,,7,9,5,0.11,
7921,CSI: Fatal Conspiracy,0.19,,6,10,6,0.11,
7922,College Slam,0.19,,13,1,31,0.1,
7923,Arcania: Gothic 4,0.19,,15,4,570,0.09,
7924,Mushroom Men: The Spore Wars,0.19,,1,9,360,0.17,
7925,Zumba Fit2s Rush,0.19,,5,1,13,0,
7926,Pro Yaky? Spirits 4,0.19,,7,1,15,0,
7927,Pictionary,0.19,,4,5,29,0.1,
7928,SoulCalibur Legen4,0.19,,1,9,26,0.16,
7929,Daigasso! Band Brothers,0.19,,4,6,1,0,
7930,Rise of the Kasai,0.19,,7,9,4,0.09,
7931,Thoroughbred Breeder,0.19,,8,8,277,0,
7932,F1 2011,0.19,,15,3,158,0,
7933,Momotarou Dentetsu World,0.19,,4,6,284,0,
7934,Nobunaga no Yabou: Souzou,0.19,,6,12,326,0,
7935,Doctor Who: Return to Earth,0.19,,1,10,123,0,
7936,The Munchables,0.19,,1,9,26,0.17,
7937,We Dance,0.19,,1,6,448,0,
7938,Chibi-Robo! Park Patrol,0.19,,4,10,65,0,
7939,Bolt,0.19,,6,10,33,0.12,
7940,Singstar: Ultimate Party,0.19,,11,6,16,0,
7941,Mathews Bowhunting,0.19,,1,1,99,0.18,
7942,3rd Super Robot Wars Z: Tengoku-Hen,0.19,,22,9,26,0,
7943,One Piece: Unlimited Adventure,0.19,,1,10,26,0.07,
7944,Remington Super Slam Hunting: North America,0.19,,1,1,512,0.18,
7945,Crash & Spyro Superpack,0.19,,9,2,24,0.13,
7946,Earth Defense Force: Insect Armageddon,0.19,,5,7,178,0.1,
7947,Face Training,0.19,,4,6,1,0,
7948,Star Trek: Legacy,0.19,,5,8,6,0.14,
7949,ThunderStrike 2,0.19,,13,8,167,0.1,
7950,Disney's Meet the Robinsons,0.19,,1,9,33,0.17,
7951,Call of Duty: World at War,0.19,,15,7,5,0.02,
7952,Pro Yaky? Spirits 2012,0.19,,6,1,15,0,
7953,Kuma-Tomo,0.19,,10,6,26,0,
7954,Super Real Mahjong P V,0.19,,23,6,373,0,
7955,Thomas the Tank Engine & Frien4,0.19,,9,10,472,0.13,
7956,Grand Slam Tennis 2,0.19,,5,1,8,0.1,
7957,Penguin no Mondai X: Tenkuu no 7 Senshi,0.19,,4,9,15,0,
7958,The Scorpion King: Sword of Osiris,0.19,,9,9,24,0.13,
7959,Bubsy 3D,0.19,,13,2,50,0.1,
7960,Reel Fishing Paradise 3D,0.19,,10,1,515,0.12,
7961,NCAA Final Four 2001,0.19,,7,1,4,0.09,
7962,Farmtopia,0.19,,4,8,13,0.18,
7963,Robin Hood: Defender of the Crown,0.19,,7,12,10,0.09,
7964,SD Gundam GX,0.19,,8,12,26,0,
7965,R-Type Final,0.19,,7,7,497,0.09,
7966,Jackie Chan Adventures: Legend of the Dark Hand,0.19,,9,9,5,0.13,
7967,MotoGP,0.19,,1,3,10,0.05,
7968,9 GT 2002,0.19,,14,3,9,0.12,
7969,Ty the Tasmanian Tiger 3: Night of the Quinkan,0.19,,7,9,5,0.09,
7970,WWE SmackDown vs. Raw 2009,0.19,,4,11,29,0.15,
7971,Pro Evolution Soccer 2014,0.19,,10,9,15,0,
7972,Samurai Warriors 2: Empires,0.19,,7,9,326,0,
7973,Blood Omen 2,0.19,,14,9,22,0.14,
7974,Jurassic: The Hunted,0.19,,6,7,5,0.17,
7975,J-League Pro Soccer Club o Tsukurou! 5,0.19,,7,1,9,0,
7976,Harry Potter: Quidditch World Cup,0.19,,14,1,8,0.14,
7977,Dance Central: Spotlight,0.19,,17,6,2,0.15,
7978,Little Battlers eXperience W,0.19,,16,4,530,0,
7979,Magical Starsign (US sales),0.19,,4,4,1,0.16,
7980,Tekken Tag Tournament 2,0.19,,19,11,26,0.09,
7981,Hot Wheels: Battle Force 5,0.19,,1,3,5,0.17,
7982,Dragon Blade: Wrath of Fire,0.19,,1,9,178,0.17,
7983,La Pucelle: Tactics,0.19,,7,4,326,0.09,
7984,Phantasy Star Nova,0.19,,22,4,9,0,
7985,SBK X: Superbike World Championship,0.19,,5,3,138,0.1,
7986,Samurai Warriors: State of War,0.19,,16,9,326,0.07,
7987,Tiger Woo4 PGA Tour 07,0.19,,14,1,8,0.13,
7988,Call of Juarez,0.19,,5,7,6,0.14,
7989,Star Wars: The Clone Wars & Tetris Worl4,0.19,,14,6,2,0.14,
7990,The Bee Game,0.19,,4,10,491,0.17,
7991,EverQuest Online Adventures: Frontiers,0.19,,7,4,361,0.09,
7992,Cabela's Survival: Shadows of Katmai,0.19,,5,1,5,0.14,
7993,NBA Ballers: Chosen One,0.19,,5,1,491,0.17,
7994,WWE All Stars,0.19,,16,11,29,0.12,
7995,Treasures of the Deep,0.19,,13,9,26,0.1,
7996,Phantasy Star Online Ver. 2,0.19,,23,4,9,0,
7997,EyePet & Frien4,0.19,,6,8,4,0.06,
7998,The Lord of the Rings: War in the North,0.18,,15,9,20,0.04,
7999,Major League Baseball 2K10,0.18,,6,1,3,0.17,
8000,Fight Club,0.18,,7,11,24,0.09,
8001,Hello Kitty: Birthday Adventures,0.18,,4,10,26,0.06,
8002,Syndicate,0.18,,5,7,8,0.1,
8003,Dance Dance Revolution: Disney Grooves,0.18,,1,8,15,0.17,
8004,Pure Futbol,0.18,,5,1,6,0.08,
8005,Harvest Moon: A Wonderful Life Special Edition,0.18,,7,8,13,0.09,
8006,Sports Illustrated for Ki4: Football,0.18,,9,1,130,0.13,
8007,The Last Airbender,0.18,,4,9,29,0.13,
8008,Happy Cooking,0.18,,4,8,6,0.17,
8009,.hack//Quarantine Part 4: The Final Chapter,0.18,,7,4,12,0.09,
8010,Close Combat: First to Fight,0.18,,14,7,3,0.14,
8011,MotoGP 14,0.18,,11,3,489,0.04,
8012,Indiana Jo2 and the Emperor's Tomb,0.18,,14,9,18,0.14,
8013,NBA Live 08,0.18,,1,1,8,0.17,
8014,Buffy the Vampire Slayer: Chaos Blee4,0.18,,7,9,24,0.09,
8015,Half-Minute Hero,0.18,,16,4,386,0.08,
8016,Rock Band Track Pack Volume 2,0.18,,5,6,32,0.16,
8017,Reel Fishing II,0.18,,13,1,73,0.1,
8018,Ringling Bros. and Barnum & Bailey Circus,0.18,,1,9,3,0.17,
8019,The Walking Dead: Season One,0.18,,22,10,17,0.14,
8020,Ty the Tasmanian Tiger,0.18,,14,2,8,0.14,
8021,Dead or Alive,0.18,,23,11,326,0,
8022,Driving Emotion Type-S,0.18,,7,3,8,0.04,
8023,Siren,0.18,,7,10,4,0.09,
8024,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.18,,4,9,33,0.15,
8025,NARC,0.18,,14,7,491,0.14,
8026,Naruto Shippuden: Dragon Blade Chronicles,0.18,,1,9,13,0.11,
8027,Dynasty Warriors 8: Empires,0.18,,11,9,326,0.06,
8028,Super Robot Taisen J,0.18,,9,12,131,0,
8029,Evolve,0.18,,15,7,3,0.07,
8030,Nep League 4,0.18,,4,1,567,0,
8031,Ar tonelico 2: Melody of Metafalica,0.18,,7,4,453,0.04,
8032,de Blob 2,0.18,,1,2,29,0.11,
8033,Lips: Party Classics,0.18,,5,6,2,0.05,
8034,Casper: Frien4 Around the World,0.18,,13,9,331,0.1,
8035,Borderlan4,0.18,,15,7,3,0.01,
8036,Jurassic Park III: Island Attack,0.18,,9,10,15,0.13,
8037,Chaotic: Shadow Warriors,0.18,,4,9,5,0.17,
8038,Ghostbusters: The Video Game,0.18,,16,9,12,0.16,
8039,GameBoy Wars,0.18,,3,12,1,0,
8040,Amplitude,0.18,,7,6,4,0.09,
8041,Alone in the Dark,0.18,,1,10,12,0.09,
8042,Company of Heroes: Anthology,0.18,,15,12,29,0,
8043,Shape Up,0.18,,17,6,6,0.08,
8044,Gauntlet: Seven Sorrows,0.18,,14,4,491,0.14,
8045,AirForce Delta Storm,0.18,,14,7,15,0.14,
8046,Trauma Team,0.18,,1,8,65,0.15,
8047,Monopoly Party,0.18,,14,6,552,0.14,
8048,Fear Effect 2: Retro Helix,0.18,,13,9,22,0.1,
8049,How to Train Your Dragon,0.18,,6,9,5,0.12,
8050,Remember Me,0.18,,5,9,10,0.1,
8051,International Superstar Soccer 2000 (JP weekly sales),0.18,,12,1,15,0,
8052,Chocobo no Fushigi Dungeon for WonderSwan,0.18,,30,4,26,0,
8053,Klonoa: Door to Phantomile,0.18,,13,2,4,0,
8054,Vietcong: Purple Haze,0.18,,7,7,248,0.09,
8055,Hitman: HD Trilogy,0.18,,5,9,17,0.07,
8056,Atari Anniversary Advance,0.18,,9,6,12,0.13,
8057,Summer Athletics: The Ultimate Challenge,0.18,,7,1,197,0,
8058,Driver: San Francisco,0.18,,15,3,6,0.05,
8059,Metal Gear Ac!d 2,0.18,,16,12,15,0.11,
8060,Hatsune Miku and Future Stars: Project Mirai,0.18,,10,6,9,0,
8061,Let's TAP,0.18,,1,6,9,0.09,
8062,X-Men Origins: Wolverine,0.18,,7,9,5,0.13,
8063,TalkMan (Japan),0.18,,16,6,4,0,
8064,Cabela's Adventure Camp,0.18,,1,6,5,0.15,
8065,LEGO Marvel's Avengers,0.18,,10,9,20,0.07,
8066,Bloody Roar: Primal Fury,0.18,,18,11,5,0.14,
8067,Shrek SuperSlam,0.18,,4,9,5,0.17,
8068,We Sing UK Hits,0.18,,1,6,448,0,
8069,Mega Man Soccer,0.18,,8,1,10,0.04,
8070,The Chronicles of Narnia: Prince Caspian,0.18,,5,9,33,0.16,
8071,ZhuZhu Puppies,0.18,,4,8,5,0.13,
8072,Rabbi4 Party Collection,0.18,,1,6,6,0,
8073,Trinity Universe,0.18,,6,4,453,0.07,
8074,Jewel Match,0.18,,4,5,414,0.05,
8075,FIFA Soccer 07,0.18,,18,1,8,0.14,
8076,Dungeon Travelers 2: The Royal Library & The Monster Seal,0.18,,22,4,125,0.07,
8077,Dying Light,0.18,,15,9,20,0.11,
8078,Vampire Savior: The Lord of Vampire,0.18,,23,11,10,0,
8079,Pok?mon I Choose You / Squirtle Squad Game Boy Advance Video,0.18,,9,6,1,0.13,
8080,Super Robot Taisen UX,0.18,,10,4,26,0,
8081,Six Flags Fun Park,0.18,,4,6,147,0.17,
8082,Test Drive Off-Road Wide Open,0.18,,14,3,552,0.15,
8083,Guilty Gear Xrd: Sign,0.18,,6,11,108,0.09,
8084,Pro Yaky? Spirits 2011,0.18,,6,1,15,0,
8085,Ben 10 Ultimate Alien: Cosmic Destruction,0.18,,5,2,178,0.1,
8086,Dengeki Bunko Fighting Climax,0.18,,22,11,9,0.08,
8087,Battle Commander: Hachibushu Shura no Heihou,0.18,,8,12,131,0,
8088,Backbreaker,0.18,,5,1,65,0.17,
8089,Odin Sphere: Leifthrasir,0.18,,11,4,453,0.06,
8090,Bad Boys: Miami Takedown,0.18,,14,7,205,0.14,
8091,Jampack Vol. 1,0.18,,13,6,4,0.1,
8092,Spider-Man: Friend or Foe,0.18,,16,9,5,0.16,
8093,Mega Man X: Command Mission,0.18,,7,4,10,0.09,
8094,Tokyo Xtreme Racer DRIFT,0.18,,7,3,250,0.09,
8095,Moon,0.18,,13,10,116,0,
8096,FIFA Soccer 11,0.18,,15,1,8,0,
8097,LEGO Marvel Super Heroes,0.18,,15,9,20,0.04,
8098,Cabela's Big Game Hunter 2005 Adventures,0.18,,14,1,5,0.13,
8099,Disney Frien4,0.18,,4,8,33,0.13,
8100,Sesame Street: Elmo's Letter Adventure,0.18,,12,6,459,0.14,
8101,Re-Volt,0.18,,12,3,31,0.14,
8102,Gokujou Parodius,0.18,,8,7,15,0,
8103,Hyperdimension Neptunia,0.18,,22,4,165,0.09,
8104,Gauntlet: Dark Legacy,0.18,,18,9,491,0.14,
8105,A.C.E.: Another Century's Episode 2,0.18,,7,8,131,0,
8106,Guitar Hero Live,0.18,,19,6,5,0.12,
8107,Shadow The Hedgehog,0.18,,14,2,9,0.13,
8108,Ridge Racer Unbounded,0.18,,6,3,26,0.05,
8109,Burnout Legen4,0.18,,4,3,8,0.15,
8110,Horrid Henry: Missions of Mischief,0.18,,4,10,360,0.01,
8111,Batman: Vengeance,0.18,,9,10,6,0.13,
8112,Full Auto 2: Battleli2,0.18,,6,3,9,0.14,
8113,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,0.18,,23,1,9,0,
8114,The Adventures of Cookie & Cream,0.18,,7,5,205,0.09,
8115,Van Helsing,0.18,,14,9,5,0.13,
8116,Aliens: Colonial Mari2,0.18,,15,7,9,0.1,
8117,Splatterhouse,0.18,,5,9,26,0.14,
8118,MindJack,0.18,,6,7,17,0.07,
8119,Dark Souls II,0.18,,15,4,26,0.08,
8120,Daigasso! Band Brothers P,0.18,,10,6,1,0,
8121,Gun,0.18,,18,7,5,0.14,
8122,World of Outlaws: Sprint Cars,0.18,,5,3,29,0.17,
8123,Marvel Super Hero Squad: Comic Combat,0.18,,5,9,29,0.13,
8124,SingStar Motown,0.18,,6,6,4,0,
8125,Cabela's Legendary Adventures,0.18,,1,1,5,0.17,
8126,F1 Challenge,0.18,,23,3,9,0,
8127,Transformers: Dark of the Moon,0.18,,1,9,5,0.1,
8128,Shadow Mad2s,0.18,,13,9,169,0.1,
8129,Tom Clancy's Ghost Recon: Future Soldier,0.18,,15,7,6,0.05,
8130,Tiger Woo4 PGA Tour 2004,0.18,,9,1,8,0.13,
8131,Aliens: Infestation,0.18,,4,9,9,0.1,
8132,Brink,0.18,,15,7,7,0.06,
8133,The Game of Life / Yahtzee / Payday,0.18,,9,6,98,0.13,
8134,American Chopper 2: Full Throttle,0.18,,7,3,98,0.09,
8135,Dynasty Warriors: Gundam 3,0.18,,5,9,326,0.11,
8136,FIFA 16,0.18,,15,1,8,0.04,
8137,Silent Hill 4: The Room,0.18,,14,9,15,0.14,
8138,Heavy Fire: Afghanistan,0.18,,6,7,65,0.17,
8139,Commandos 2: Men of Courage,0.18,,7,12,22,0.09,
8140,Doom (2016),0.18,,15,7,7,0.06,
8141,Chuck E. Cheese's Party Games,0.18,,4,6,61,0.17,
8142,Pro Evolution Soccer 2013,0.18,,10,1,15,0.05,
8143,Pirates: Hunt For Blackbeard's Booty,0.18,,1,10,5,0.08,
8144,FIFA Soccer 2002,0.18,,18,1,8,0.14,
8145,Godzilla (2015),0.18,,11,9,26,0.1,
8146,Race Pro,0.18,,5,3,12,0.06,
8147,Atari Anniversary Edition Redux,0.18,,13,6,552,0.1,
8148,Toukiden: The Age of Demons,0.18,,16,9,326,0,
8149,Fireblade,0.18,,7,9,491,0.09,
8150,Mercury Meltdown Revolution,0.18,,1,9,292,0.16,
8151,Disney's Tarzan Untamed,0.18,,18,2,6,0.14,
8152,WordJong Party,0.18,,1,5,188,0.17,
8153,Brunswick Circuit Pro Bowling,0.18,,13,1,29,0.1,
8154,Cabela's Dangerous Hunts 2009,0.18,,7,1,43,0.09,
8155,Velvet Assassin,0.18,,5,7,197,0.14,
8156,Ball Breakers,0.18,,13,9,3,0.1,
8157,Mobile Suit Gundam Seed Destiny: Generation of C.E.,0.18,,7,9,26,0,
8158,EyeToy: Groove,0.18,,7,6,4,0.09,
8159,Twisted Metal: Small Brawl,0.18,,13,9,65,0.1,
8160,Disgaea 4: A Promise Unforgotten,0.18,,22,4,453,0.04,
8161,Charlie and the Chocolate Factory,0.18,,18,10,257,0.14,
8162,Armored Core: Last Raven,0.18,,7,8,13,0.05,
8163,Tomb Raider: Underworld,0.18,,7,9,22,0.09,
8164,All Grown Up! Express Yourself,0.18,,9,6,29,0.13,
8165,College Hoops 2K7,0.18,,6,1,3,0.16,
8166,K-1 World Grand Prix,0.18,,7,1,15,0.04,
8167,Skate it,0.18,,4,1,8,0.14,
8168,Kidou Senshi Gundam: Senjou no Kizuna Portable,0.18,,16,12,26,0,
8169,Otomedius Excellent,0.18,,5,7,65,0.13,
8170,Super Robot Taisen A Portable,0.18,,16,12,26,0,
8171,Juiced,0.18,,14,3,29,0.13,
8172,Looney Tu2: Back in Action,0.18,,9,2,8,0.13,
8173,Virtua Tennis,0.18,,9,1,12,0.13,
8174,Tales of the Tempest,0.18,,4,4,26,0,
8175,SimCity Creator (JP sales),0.18,,4,8,8,0,
8176,Biohazard: Revival Selection,0.18,,6,9,10,0,
8177,Sonic Riders: Zero Gravity,0.18,,7,3,9,0.09,
8178,Driver: San Francisco,0.18,,1,3,6,0.06,
8179,UFC: Sudden Impact,0.18,,7,11,257,0.09,
8180,Shawn Johnson Gymnastics,0.18,,1,1,99,0.17,
8181,NBA Hoopz,0.18,,7,1,491,0.09,
8182,Captain America: Super Soldier,0.18,,5,9,9,0.11,
8183,TRON: Evolution,0.18,,4,9,33,0.12,
8184,Pac-Man World 3,0.18,,4,2,26,0.16,
8185,ESPN X Games Skateboarding,0.18,,9,1,15,0.13,
8186,Nancy Drew: The Hidden Staircase,0.18,,4,10,29,0.16,
8187,Brunswick Cosmic Bowling,0.18,,1,1,246,0.17,
8188,Star Wars: Battlefront II,0.18,,15,7,18,0.02,
8189,Speedball 2100,0.18,,13,1,205,0.1,
8190,LEGO Island 2: The Brickster's Revenge,0.18,,13,10,531,0.1,
8191,College Hoops 2K8,0.18,,5,1,3,0.16,
8192,FIFA 17,0.18,,5,1,8,0.03,
8193,Fancy Nancy: Tea Party Time!,0.18,,4,10,29,0.17,
8194,Backyard Basketball,0.18,,9,1,12,0.13,
8195,Madden NFL 09,0.18,,14,1,8,0.13,
8196,Scooby-Doo! Unmasked,0.18,,9,2,29,0.13,
8197,Summon Night 4,0.18,,7,4,131,0,
8198,Pro Yaky? Spirits 5,0.18,,7,1,15,0,
8199,NHL 2004,0.18,,14,1,8,0.13,
8200,Namco Museum: 50th Anniversary,0.18,,14,6,26,0.13,
8201,You Don't Know Jack,0.18,,6,6,29,0.16,
8202,Marvel Super Hero Squad: The Infinity Gauntlet,0.18,,6,9,29,0.12,
8203,NFL 2K2,0.18,,14,1,9,0.13,
8204,My French Coach,0.18,,4,6,6,0.15,
8205,Camp Rock: The Final Jam,0.18,,4,6,33,0.14,
8206,NBA Starting Five,0.18,,7,1,65,0.09,
8207,Castlevania Judgment,0.18,,1,11,15,0.13,
8208,Dead or Alive Paradise,0.17,,16,6,45,0.07,
8209,The Suffering: Ties That Bind,0.17,,7,9,491,0.09,
8210,Disney Sing It: Family Hits,0.17,,6,6,33,0.11,
8211,Ashes Cricket 2009,0.17,,6,1,158,0,
8212,EyeToy: Kinetic,0.17,,7,1,4,0.09,
8213,Petz: Horseshoe Ranch,0.17,,4,10,6,0.16,
8214,Army Men: Sarge's Heroes 2,0.17,,7,7,492,0.09,
8215,Stormrise,0.17,,6,12,9,0.13,
8216,Yu-Gi-Oh! Zexal World Duel Carnival,0.17,,10,6,15,0,
8217,Winning Eleven: Pro Evolution Soccer 2007,0.17,,4,1,15,0,
8218,Green Lantern: Rise of the Manhunters,0.17,,6,9,20,0.09,
8219,Monkey Island: Special Edition Collection,0.17,,15,10,18,0,
8220,Broken Sword: Shadows of the Templars - The Director's Cut,0.17,,4,10,6,0.07,
8221,The Wild Thornberrys: Animal Adventures,0.17,,13,10,511,0.1,
8222,MotoGP 10/11,0.17,,6,3,10,0.04,
8223,Jikkyou Powerful Pro Baseball 2016,0.17,,22,1,15,0,
8224,SEGA Bass Fishing Duel,0.17,,7,1,9,0.09,
8225,Teen Titans,0.17,,9,9,65,0.13,
8226,Hyperdimension Neptunia U: Action Unleashed,0.17,,22,9,290,0.07,
8227,Sports Illustrated for Ki4: Baseball,0.17,,9,1,130,0.12,
8228,Fairytale Fights,0.17,,6,9,417,0.11,
8229,Mark Davis Pro Bass Challenge,0.17,,7,1,471,0.09,
8230,Rugrats: Royal Ransom,0.17,,18,2,29,0.13,
8231,Warriors of Might and Magic,0.17,,7,10,25,0.09,
8232,Open Season,0.17,,18,2,6,0.13,
8233,The Chronicles of Narnia: Prince Caspian,0.17,,6,9,33,0.14,
8234,Back to the Future: The Game,0.17,,11,10,324,0.1,
8235,Project Spark,0.17,,17,6,2,0.11,
8236,Backyard Sports Football: Rookie Rush,0.17,,4,1,12,0.16,
8237,Street Fighter: The Movie,0.17,,13,11,31,0.1,
8238,Lost in Blue 3,0.17,,4,10,15,0.09,
8239,World Championship Poker,0.17,,9,6,169,0.12,
8240,Global Defence Force,0.17,,7,7,214,0,
8241,Rapala Fishing Frenzy 2009,0.17,,6,1,5,0.16,
8242,Major League Baseball 2K6,0.17,,18,1,3,0.13,
8243,Major League Baseball 2K9,0.17,,6,1,359,0.16,
8244,SaGa 2: Hihou Densetsu - Goddess of Destiny,0.17,,4,4,17,0,
8245,Smash Court Tennis Pro Tournament,0.17,,7,1,4,0.08,
8246,The Cursed Crusade,0.17,,6,9,197,0.07,
8247,Super Robot Taisen L,0.17,,4,12,26,0,
8248,The Grim Adventures of Billy & Mandy,0.17,,18,9,491,0.13,
8249,NBA Inside Drive 2004,0.17,,14,1,2,0.13,
8250,The King of Fighters '97,0.17,,13,11,367,0,
8251,Dungeon Siege III,0.17,,15,4,17,0.08,
8252,Cabela's Big Game Hunter: Hunting Party,0.17,,5,1,5,0.16,
8253,Time Commando,0.17,,13,9,53,0.1,
8254,Professional Fisherman's Tour: Northern Hemisphere,0.17,,4,1,13,0.16,
8255,Iron Chef America: Supreme Cuisine,0.17,,1,8,188,0.16,
8256,Kekkaishi: Karasumori Ayakashi Kidan,0.17,,4,9,26,0,
8257,Gretzky NHL 2005,0.17,,7,1,4,0.08,
8258,FaceBreaker,0.17,,6,11,8,0.13,
8259,Squeeballs Party,0.17,,4,5,426,0.16,
8260,NCAA Football 09 All-Play,0.17,,1,1,8,0.16,
8261,Yakuza Zero: The Place of Oath,0.17,,11,9,9,0,
8262,The Hobbit,0.17,,18,2,24,0.13,
8263,The Secret World,0.17,,15,4,231,0.07,
8264,NHL 2K9,0.17,,5,1,3,0.15,
8265,X-Men: The Official Game,0.17,,5,9,5,0.16,
8266,True Crime: New York City,0.17,,18,9,5,0.13,
8267,Metal Arms: Glitch in the System,0.17,,14,7,24,0.13,
8268,PlayStation Move Heroes,0.17,,6,2,4,0.08,
8269,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,0.17,,16,9,26,0,
8270,Ice Age: Dawn of the Dinosaurs,0.17,,7,9,5,0.08,
8271,ESPN Final Round Golf 2002,0.17,,9,1,15,0.12,
8272,MDK2 Armageddon,0.17,,7,7,19,0.08,
8273,Exhibition Volume 02,0.17,,14,6,2,0.13,
8274,Watchmen: The End is Nigh - The Complete Experience,0.17,,6,9,20,0.08,
8275,Fight Night Round 2,0.17,,18,11,8,0.13,
8276,Sudoku Gridmaster,0.17,,4,5,1,0.13,
8277,Disney's Atlantis: The Lost Empire,0.17,,13,2,4,0.1,
8278,Power Pro Kun Pocket,0.17,,3,1,15,0,
8279,The King of Fighters '97,0.17,,23,11,367,0,
8280,Tamagotchi no Narikiri Challenge,0.17,,4,9,26,0,
8281,Goosebumps HorrorLand,0.17,,1,10,378,0.16,
8282,One Piece: Unlimited World Red,0.17,,22,9,26,0.06,
8283,Space Battleship Yamato: Harukanaru Hoshi Iscandar,0.17,,13,12,26,0,
8284,Sound Novel Evolution 1: Otogirisou Sosei-Hen,0.17,,13,10,154,0,
8285,Dementium: The Ward,0.17,,4,7,360,0.15,
8286,Psi-Ops: The Mindgate Conspiracy,0.17,,14,7,491,0.13,
8287,SWAT: Global Strike Team,0.17,,14,7,24,0.13,
8288,Despicable Me: The Game,0.17,,16,2,178,0.05,
8289,MX World Tour Featuring Jamie Little,0.17,,7,3,418,0.08,
8290,Goblin Commander: Unleash the Horde,0.17,,7,12,567,0.08,
8291,Hello Kitty: Happy Party Pals,0.17,,9,6,29,0.12,
8292,Ringling Bros. and Barnum & Bailey: Circus Frien4,0.17,,4,9,3,0.16,
8293,Backyard NFL Football '09,0.17,,7,1,12,0.08,
8294,World Destruction League: Thunder Tanks,0.17,,7,9,25,0.08,
8295,Shin Megami Tensei IV: Final,0.17,,10,4,186,0.03,
8296,Age of Empires III: Complete Collection,0.17,,15,12,2,0.01,
8297,Finding Nemo: Escape to the Big Blue,0.17,,4,9,29,0.12,
8298,Backyard Baseball '10,0.17,,7,1,12,0.08,
8299,Resident Evil Director's Cut: Dual Shock Edition,0.17,,13,9,10,0,
8300,The Lord of the Rings: Aragorn's Quest,0.17,,6,9,20,0.1,
8301,Top Spin 2,0.17,,5,1,3,0.15,
8302,N3 II: Ninety-Nine Nights,0.17,,5,9,2,0.06,
8303,The King of Fighters '95,0.17,,13,11,4,0,
8304,RoadKill,0.17,,7,9,491,0.08,
8305,Hanjuku Eiyuu Tai 3D,0.17,,7,4,17,0,
8306,.hack//G.U. Vol.3//Redemption,0.17,,7,4,26,0,
8307,Chuck E. Cheese's Party Games,0.17,,1,6,61,0.16,
8308,Super Robot Taisen Compact 2 Dai-1-Bu,0.17,,30,12,26,0,
8309,Looney Tu2: Back in Action,0.17,,18,2,20,0.13,
8310,Tak: The Great Juju Challenge,0.17,,9,2,29,0.12,
8311,Macross Ultimate Frontier,0.17,,16,9,26,0,
8312,Cabela's Legendary Adventures,0.17,,16,1,5,0.16,
8313,Jillian Michaels Fit2s Ultimatum 2011,0.17,,1,1,178,0.16,
8314,Pursuit Force: Extreme Justice,0.17,,16,9,4,0.07,
8315,Backbreaker,0.17,,6,1,65,0.16,
8316,Hunter: The Reckoning Redeemer,0.17,,14,9,556,0.13,
8317,The Rise of the Argonauts,0.17,,5,4,158,0.03,
8318,NHL 07,0.17,,16,1,8,0.13,
8319,Pro Evolution Soccer 2014,0.17,,16,9,15,0,
8320,Tokyo Xtreme Racer,0.17,,23,3,250,0,
8321,Fighter Maker,0.17,,13,11,56,0.05,
8322,Bee Movie Game,0.17,,5,9,5,0.16,
8323,Backyard NFL Football '10,0.17,,1,1,12,0.16,
8324,Professor Heinz Wolff's Gravity,0.17,,1,5,186,0.04,
8325,Thief: Deadly Shadows,0.17,,14,9,22,0.13,
8326,Buzz! Brain of the UK,0.17,,6,6,4,0,
